0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,,,,,,,,,,,,,,,,,,,,,,
Gross margin percentage:,Gross margin percentage:,Gross margin percentage:,,,,,,,,,,,,,,,,,,,,,
Products,Products,Products,38.7,38.7,%,,,,35.9,35.9,%,,,,39.9,39.9,%,,,,37.9,37.9,%
Services,Services,Services,76.7,76.7,%,,,,75.7,75.7,%,,,,76.6,76.6,%,,,,75.4,75.4,%
Total gross margin percentage,Total gross margin percentage,Total gross margin percentage,49.3,49.3,%,,,,47.1,47.1,%,,,,48.6,48.6,%,,,,47.0,47.0,%
