0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,,,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended
,,,"March 31,","March 31,","March 31,","March 31,","March 31,","March 31,","March 31,","March 31,","March 31,"
,,,2025,2025,2025,,,,2026,2026,2026
Unrealized gain (loss) on fair value option debt securities,Unrealized gain (loss) on fair value option debt securities,Unrealized gain (loss) on fair value option debt securities,$,97,,,,,$,(142),
Gross realized gain on debt securities,Gross realized gain on debt securities,Gross realized gain on debt securities,266,266,,,,,83,83,
Gross realized loss on debt securities,Gross realized loss on debt securities,Gross realized loss on debt securities,(175),(175),,,,,(33),(33),
(Increase) decrease in allowance for credit losses,(Increase) decrease in allowance for credit losses,(Increase) decrease in allowance for credit losses,14,14,,,,,(19),(19),
"Total gain (loss) on debt securities recognized in other income (expense), net","Total gain (loss) on debt securities recognized in other income (expense), net","Total gain (loss) on debt securities recognized in other income (expense), net",$,202,,,,,$,(111),
