0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,,,,,,,,,,,,,,
(In millions),,"June 30,2025","June 30,2025",,,Acquisitions,Acquisitions,,,Other,Other,,,"March 31,2026","March 31,2026",
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Productivity and Business Processes,,$,31457,,,$,67,,,$,41,,,$,31565,
Intelligent Cloud,,,25689,,,,36,,,,10,,,,25735,
More Personal Computing,,,62363,,,,5,,,,(7,),,,62361,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Total,,$,119509,,,$,108,,,$,44,,,$,119661,
,,,,,,,,,,,,,,,,
