0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
,,,,,,,,,,,,,,,,,,,,,,,
,,,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,Three Months Ended,,,,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended,Six Months Ended
,,,"March 28, 2026","March 28, 2026","March 28, 2026",,,,"March 29, 2025","March 29, 2025","March 29, 2025",,,,"March 28, 2026","March 28, 2026","March 28, 2026",,,,"March 29, 2025","March 29, 2025","March 29, 2025"
Gross margin:,Gross margin:,Gross margin:,,,,,,,,,,,,,,,,,,,,,
Products,Products,Products,$,31029,,,,,$,24684,,,,,$,77294,,,,,$,63197,
Services,Services,Services,23752,23752,,,,,20183,20183,,,,,46718,46718,,,,,39945,39945,
Total gross margin,Total gross margin,Total gross margin,$,54781,,,,,$,44867,,,,,$,124012,,,,,$,103142,
