0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,,,,,,,,,,,,,,
Declaration Date,,,Record Date,,,,Payment Date,,,,DividendPer Share,,,,Amount,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(In millions),
,,,,,,,,,,,,,,,,
"March 10, 2026",,,"May 21, 2026",,,,"June 11, 2026",,,$,0.91,,,$,6760,
,,,,,,,,,,,,,,,,
